time_step,roll_deg,pitch_deg,yaw_deg
44,5.184701700120715e-11,11.1175265865439,5.660878444256025e-10
45,8.971136145629624e-10,14.192210351595527,4.105968871582142e-09
46,1.5708568738467422e-09,16.826375693705387,6.153380975571288e-09
47,2.4438380297641003e-09,19.373683570281493,8.53498032105117e-09
48,9.147211652795445e-10,18.192281655146612,5.2859037695302025e-09
49,4.251542859352727e-10,15.912118299336704,4.707551706252877e-09
50,5.58751895052807e-11,13.758331922474104,4.130497309285588e-09
51,-1.8998645820387135e-10,11.889023789893432,3.60849195274507e-09
52,-0.11315862373043259,10.276285088792282,-0.7030276627509233
53,-0.07079719918266454,8.986812544649121,-0.6184074387113859
54,-0.4248134679104721,7.827777280356986,-3.4818869955104113
55,-0.6463572309213742,6.795067462104834,-6.502632285035817
56,-0.7735918131229437,5.910525202043855,-9.72439731957655
57,-0.830822939952867,5.211687081757136,-12.87682185584369
58,-0.7878824722992654,4.518893230382324,-15.933945462458366
59,-0.4813525481289965,3.9382729684404283,-15.057386558990512
60,-0.1526777548847732,3.335601296543649,-12.946401398716576
61,-0.6359710122824254,2.8537205360796394,-11.194641470683147
62,-0.5174509271626496,2.4634319556385917,-9.737381372765835
63,-0.6020223564719309,2.143443437961875,-8.519296381617142
64,-3.2699134970904375,1.8454715614968147,-7.36800979908443
65,-6.126381924214012,1.58989712220732,-6.368986737343153
66,-9.218589958225827,1.3951902343080718,-5.601512506500337
67,-11.702225972058715,1.2108087349365806,-4.870217955336908
68,-14.048954620565835,1.0575832806117655,-4.259551717825221
69,-13.481172006546657,0.9187421935999948,-3.704193988090685
70,-11.574084835665193,0.7891575791225902,-3.184355783970928
71,-10.108298598561264,0.6895394043677833,-2.783883525221791
72,-8.832170773689723,0.6027753145640495,-2.434557416647414
73,-7.628232278944056,0.5040315902542014,-2.1046382102922094
74,-6.585490490869798,0.2429591238461537,-1.8196644535924864
75,-5.686943126089922,0.12458849633339171,-1.5725530359433566
76,-4.869819008467471,-3.112307066349272,-1.3650038183497384
77,-4.214380583507542,-5.777399487110266,-1.1897199768072702
78,-3.605230206489219,-8.948568545188518,-1.0223187505875269
79,-3.0825677340580633,-11.610145439850818,-0.8736167244394764
80,-2.656661561069135,-14.040489005041442,-0.7504765656665898
81,-2.359686242131507,-12.685197456007199,-0.6624203057366188
82,-2.0745663985546785,-10.963687522019411,-0.5780317873663643
83,-1.8197922943713845,-9.477685611900538,-0.5032572436316695
84,-1.6017273964640146,-8.241923677398587,-0.439886514690595
85,-1.4144261636800248,-7.2049391723823195,-0.3859894029665265
86,-1.2946321757737196,-6.262994481543664,0.1621542056919249
87,-1.115003283792032,-5.413654044393181,0.14133528819335764
88,-1.0616753853885306,-4.654291143372521,1.4458622133534762
89,-1.0894056218802783,-4.0794401485508205,4.03283517952976
90,-1.076073343622446,-3.560133096884256,6.846491327761833
91,-1.0207681877941523,-3.094391104359677,9.698819273626498
92,-0.9175395244202419,-2.6884025793051127,12.019768227556336
93,-0.8356458367665941,-2.3673357415436,14.578502165773044
94,-0.7590608155778682,-2.089316847263437,17.429805963057202
95,-0.6643819024865032,-1.839849288016765,19.92946688954422
96,-0.5780659357498281,-1.6151118278622245,22.901604198185318
97,-0.47802537282511937,-1.4052468510862648,25.551947929611636
98,-0.39995646516242367,-1.2387454941166502,28.3004303198239
99,-0.2999862370036638,-1.0778025631672095,29.751838460095197
100,-0.1355031986444823,-0.8978123482134763,26.626783664796665
101,-0.010896010084915825,-0.7420690413241161,23.011665295423022
102,0.06502361096673627,-0.6209776345297627,19.891622184537574
103,0.10670916012807659,-0.531228311735594,17.397092451599914
104,0.1316173814333023,-0.4512114532419949,15.042296570511958
105,0.14287812614438328,-0.38240029723925373,12.923307815439484
106,0.608608091660964,-0.32934899666293954,11.23343469153558
107,0.5442283917481744,-0.2844093627462091,9.766727507286411
108,3.191108151703956,-0.2475794223675485,8.542930473124123
109,5.757412373699053,-0.21580373798716543,7.473012853868523
110,9.112038285998375,-0.18596513908056989,6.457911858268624
111,11.905889107645919,-0.15945878086255927,5.5487277603528575
112,14.171377732322648,-0.13764054347130528,4.795844700431241
113,16.90134582108161,-0.1202782749656799,4.194254028925767
114,19.380118516747256,-0.10394042793835005,3.6264780595827
115,21.429829100588492,-0.08981078700079513,3.134361398938323
116,20.577673832240595,-0.07851385830498832,2.740321307782879
117,17.99559908999983,-0.06866206563798402,2.396356333801208
118,15.738031655963852,-0.060054565961148484,2.0956459189589136
119,13.608085545203197,-0.0519373620851455,1.8119572377183002
120,11.623672603485264,-0.04437673574665846,1.5476714398740277
121,10.162995563785163,-0.03881190196027284,1.3531492636794724
122,8.891158311479082,0.1796733915660572,1.1832181463942066
123,7.730573007964726,0.1562115306792387,1.0288854875001858
124,6.703090723314755,1.4447379625398398,0.8892821578314701
125,5.824565548619197,4.171439431070572,0.7668647874470025
126,5.144425628795149,6.691421488391451,0.6720055442272798
127,4.493271125645048,9.870578793306008,0.580351706898535
128,3.8967839797907264,12.928094433389342,0.49775839181354586
129,3.365754801980289,14.552557964507992,0.42924222292774056
130,2.918054487149198,12.722508597056537,0.3797058600100328
131,2.5172943324251724,11.06023083792914,0.33317401815102926
132,2.187113885997011,9.672575672168936,0.2933427222869873
133,1.7674683586969815,8.36230436674612,-0.5121879062838817
134,1.5373387312671245,7.186790896865822,-0.4423451969642283
135,1.3369713134885985,6.319417531086184,-0.632303334498003
136,0.923511030274579,5.53457824056095,-3.4004595341070623
137,0.6348783421121955,4.855977628459674,-6.046614141044001
138,0.4176207985849032,4.1956055891004045,-8.901137502754997
139,0.2924856703501257,3.6265296213258154,-11.465643367229093
140,0.20474427921970334,3.2105825487080613,-13.98386143480832
141,0.13165336672102976,2.833520414661742,-16.951306237141598
142,0.12430039249033271,2.4778467323109044,-19.218091087940984
143,0.31158288075645624,2.070524912387145,-16.774298242926147
144,0.2177710260987473,1.770666489461047,-14.585004632112863
145,0.29080496449288806,1.5396824823790922,-12.829378429029843
146,-0.4307472160534796,1.3341122088664092,-11.21913852227633
147,-3.5864976309540197,1.1447634716202437,-9.699033511683707
148,-6.355471194530125,0.9785543729696962,-8.33825463084747
149,-9.597984595416433,0.8522864849258681,-7.289888328713298
150,-12.300409441875166,0.7431334146198226,-6.374445020349638
151,-14.680990067445967,0.6484442643421021,-5.5742066584412155
152,-15.115173839710902,0.5595799972614817,-4.818650555890819
153,-13.057812102543222,0.4832293152041839,-4.1664240081265485
154,-11.472289825930996,0.4244602953215276,-3.237632449215719
155,-9.967353973752523,0.36880367061145036,-2.8140052682987307
156,-8.708664482541145,0.3223357001155856,-1.8007463775900074
157,-7.513339492871036,0.2788975410196596,1.3598903291118798
158,-6.3680668049227,0.2378993634229081,4.857692179527998
159,-5.559214248608823,0.20938542108808977,7.956664261679351
160,-4.8566894379037375,0.18422853708770873,10.363524947695637
161,-4.195975421225937,0.16029779531503244,12.69925328162464
162,-3.6055197592084536,0.13875916254098025,15.07119387527085
163,-3.135866789942823,0.12151628598936076,17.29060548226217
164,-2.727026994689558,0.10627331668848329,19.335283114730945
165,-2.3303704878241147,0.09155011529714946,21.868388722902434
166,-2.0161148752736775,0.07946042221647673,23.851156705184845
167,-1.7651223489246832,0.06974805574035776,25.71931232106858
168,-1.55490030413791,0.06150460554066317,27.428800915298716
169,-1.3624218329148245,0.053608356146291586,28.730665544886676
170,-1.1789664714136894,0.04661999655155031,31.159851979796656
171,-1.0144578494903018,0.04056467945184961,34.22545478116957
172,-0.8941775792324815,0.035647827542600465,36.10211618101263
173,-0.7836576698587499,0.03137642472744928,38.62448077726499
174,-0.6861782882172273,0.024717591993654243,35.034990633206526
175,-0.6003108375155594,0.019425042077871036,30.451837992402524
176,-0.5185645946173694,0.015302275414531009,26.166460191382598
177,0.020104183082276007,0.012664582322518644,23.018711831444165
178,0.016264396661090114,0.010399288454986975,20.01839925915706
179,1.3408546177408744,0.008724547605362594,17.604655649412866
180,4.667795111953151,0.0070707018496410185,15.035862421316125
181,7.543955241848953,0.005843119520602603,12.995692084960243
182,10.062864943706483,0.00487788802860817,11.301568579570764
183,12.350421021196393,0.00410811701450468,9.886796079107542
184,15.046214119005155,0.0033820779181459736,8.494876164248511
185,17.666615086747502,0.002804932043712464,7.341072363490459
186,20.18276881398503,0.002361099790581063,6.419626422145333
187,23.012137382257993,0.0019865750100078418,5.614547705621104
188,20.186810749385863,0.0016706207355103376,4.911693199945114
189,17.342040189803463,0.001370071097636405,4.219535125668663
190,14.987089325121458,0.0011305021529839868,3.646552137163768
191,13.107264493595975,0.0009460782653595346,3.1891705254619125
192,11.462584293944127,-0.03362690233357489,2.789408123340007
193,9.887047765493545,-0.6547275533358519,2.411337659400405
194,8.546181751421976,-0.6707543405806955,2.0836489325226992
195,7.33329292824754,-3.9723844076403982,1.8072173449579254
196,6.360393973856708,-6.589149844724243,1.5747436937261936
197,5.484596968426203,-9.657600734119598,1.360845544113023
198,4.7136684890769445,-12.622527637949835,1.1676536176957262
199,4.055586404463078,-15.638797730319185,0.9999135399555938
200,3.5401107722272394,-18.268935866236326,0.867079722793887
201,3.111060496987864,-20.970312764874024,0.7555603969530627
202,2.779232171648556,-18.681990751407884,0.6760971292135916
203,2.45561642789018,-16.153437813039332,0.5968937865225404
204,2.1512515234808394,-13.877275524409846,0.5211390249428443
205,1.909244878714898,-12.133543069824137,0.46054911720382646
206,1.691384583186586,-10.610280616171545,0.40601935371141634
207,1.4961977910377549,-9.280665310656008,0.3573427333682674
208,1.3073685466283962,-8.023878259277295,0.31052416111308817
209,1.1401037112548433,-6.93328337764352,0.26934528487727166
210,1.0041909963084816,-6.062367803735636,0.2361356578358881
211,0.8837471206590037,-5.301519396007304,0.20691683928621307
212,0.7773351255418502,-4.637680956445887,0.18128543909066858
213,0.6756187568159204,-4.01001425336072,0.1569481296922273
214,0.5864356331081089,-3.46505860140619,0.1357481641905353
215,0.5146106019593778,-3.0298074862390534,0.11877490798070961
216,0.44885410885142574,-2.6341106471502616,0.1033166580133822
217,0.3869746485194963,-2.2641286288056937,0.08884240536176614
218,0.33543593587204706,-1.9577016271153793,0.07684154396171539
219,0.29384050976798887,-1.7115011590459466,0.06719209442117702
220,0.2544319338641054,-1.4791677115257977,0.05808088673281816
221,0.21652331057362018,-1.2565145820363937,0.04934517250099861
222,0.1863643029608715,-1.079955889218802,0.042415500392678024
223,0.16321230809141973,-0.94476359764017,0.03710813447528935
224,0.14281354810875577,-0.8258890671038135,0.03244059607466348
225,0.12352798641829575,-0.713713992554749,0.02803551764415631
226,0.10686498391885421,-0.6169584636935113,0.024235560717886476
227,0.09352303232583292,-0.5395961983253201,0.021197021854239082
228,0.08184427541083175,-0.471957216086825,0.018540237206456943
229,0.07158425400585855,-0.4125950759487844,0.016208461662020352
230,0.06153590735589318,-0.3545131060778403,0.013926895339324738
231,0.053521867599784105,-0.3082290550940776,0.012108726258772993
232,0.04682510876540413,-0.2695792991539157,0.010590426734084241
233,0.04097582222274889,-0.23584042901812421,0.009265026669351967
234,0.035831170169076894,-0.20618072763780454,0.008099861450196514
235,0.030972503626935953,-0.17818282426475526,0.006999970454829706
236,0.026779322115808284,-0.15402994827137131,0.006051124749402953
237,0.023425815314634803,-0.13472037419438362,0.005292544975255375
238,0.020489616859446714,-0.1178185640875798,0.004628552670411912
239,0.017917094518194766,-0.10301394369705835,0.004046947822081751
240,0.015307750547519823,-0.08800101977628069,0.0034571587571886964
241,0.013311364628439805,-0.07651721326265087,0.003006012075615141
242,0.011577025144042956,-0.06654249446365064,0.00261415036566411
243,0.01012425678135887,-0.05818839198389228,0.002285955250568597
244,0.008749695183483638,-0.05028503888960598,0.00197546801201626
245,0.00650081795897552,-0.037356772101769714,0.0014675745533606237
246,0.005651331033770003,-0.032473962893681166,0.001275751008350294
247,0.004855954130935748,-0.02790252011856771,0.0010961597078591975
248,0.004197265298594764,-0.0241169467871703,0.0009474417227408241
